0
0,219850801
0,964197759
2,334128918
4,328727834
6,898382397
9,972590295
13,47429456
17,32711609
21,45885111
25,80301461
30,29937073
34,89394708
39,53879432
44,19162849
48,81542763
53,3780193
57,8516777
62,21273923
66,44124011
70,52057759
74,43719434
78,18022025
81,74112299
85,11345566
88,29265765
91,27588582
94,06182123
96,65046977
99,04300906
101,2416617
103,2495847
105,0707689
106,7099467
108,1725049
109,4644036
110,5920993
111,5624723
112,3827589
113,0604876
113,6034186
114,0194884
114,3167572
114,5033604
114,5874637
114,5772216
114,4807387
114,3061004
114,0614184
113,7548024
113,3943008
112,987831
112,543111
112,0675968
111,5684285
111,0523847
110,5258457
109,9947649
109,4646476
108,940536
108,4270011
107,9281391
107,4475725
106,9884556
106,5534831
106,1449018
105,764525
105,4137486
105,093569
104,8046032
104,5471088
104,3210056
104,1258976
103,9610955
103,8256389
103,7183193
103,6377024
103,5821503
103,5498434
103,5388018
103,5469063
103,5719182
103,6114996
103,6632315
103,7246327
103,7931764
103,8663074
103,9414575
104,0160604
104,0875658
104,153453
104,2112427
104,2585093
104,2928913
104,3121015
104,3139364
104,2962845
104,2571343
104,1945816
104,1068357
103,9922252
103,8492034
103,6763952
103,4726622
103,2371283
102,9691863
102,6684935
102,334962
101,968746
101,5702284
101,1400061
100,6788757
100,1878189
99,66798873
99,12069512
98,54739149
97,94966131
97,32920511
96,68782774
96,02742602
95,34997668
94,65752467
93,95210665
93,23566218
92,51002208
91,77693145
91,03808553
90,29512482
89,54960897
88,80302282
88,05679567
87,31232431
86,57099517
85,83420347
85,10336858
84,37994552
83,66543265
82,96137617
82,26937151
81,59106224
80,92813684
80,28232362
79,65538418
79,04910576
78,46529259
77,90575665
77,37230796
76,86680966
76,39124574
75,94771184
75,53837193
75,16540277
74,83093707
74,53701075
74,28551665
74,07816525
73,91645268
73,80163536
73,73471092
73,71640472
73,74716131
73,82714033
73,95621627
74,13398156
74,35975255
74,63257795
74,95124935
75,31431348
75,72008586
76,16666562
76,65195118
77,17365663
77,72932851
78,31636293
78,93202277
79,57345494
80,2377074
80,92174606
81,62247124
82,33673384
83,06135094
83,79312095
84,52883811
85,26530651
85,99935332
86,72784149
87,44768171
88,15584373
88,84936696
89,5253704
90,18106193
90,81374683
91,42083575
91,99985193
92,54843787
93,06436132
93,54552069
93,98994992
94,39582268
94,7614562
95,0853144
95,36601071
95,60235285
95,79340524
95,93851312
96,03730681
96,08969554
96,09585593
96,05621786
95,97144915
95,84243976
95,67028599
95,45627475
95,20186824
94,90868888
94,57850459
94,21321456
93,8148353
93,38548716
92,92738119
92,44280648
91,93411778
91,40365848
90,85367127
90,28628607
89,70354261
89,10742594
88,49986122
87,88268734
87,25766271
86,62648429
85,99081045
85,35228301
84,71254621
84,073262
83,43612145
82,80285243
82,17522402
81,55504793
80,94417742
80,34450406
79,75795271
79,18647504
78,6320419
78,09663481
77,58223676
77,09082256
76,62441412
76,18514818
75,7752673
75,39707663
75,05288847
74,74496562
74,47546873
74,24641011
74,05961468
73,91668802
73,81899121
73,76762187
73,76340082
73,80686366
73,89825685
74,0375376
74,22437705
74,45816643
74,73802563
75,06281385
75,43114197
75,84138634
76,29170377
76,78004725
77,3041825
77,86170489
78,45005661
79,06654407
79,70835517
80,3725765
81,05621031
81,75619112
82,4694019
83,19268985
83,92288159
84,65679779
85,39126721
86,12314011
86,84930093
87,56668042
88,27226695
88,96311724
89,63636636
90,28923703
90,91904827
91,52322338
92,09929728
92,64492317
93,15787861
93,63607098
94,07754237
94,48047392
94,84318955
95,16415927
95,44200192
95,67553014
95,86381265
