0
0,000732836
0,006145337
0,022102072
0,054910141
0,110593481
0,194559633
0,311470274
0,465215915
0,658942308
0,895101032
1,175509909
1,501415848
1,87355642
2,292218357
2,757292206
3,268322885
3,824556148
4,424981116
5,068369064
5,753308707
6,478238213
7,241473958
8,041235541
8,87566785
9,742860885
10,64086776
11,56772096
12,52144656
13,50007666
14,50166045
15,52427413
16,56602968
17,62508282
18,69963988
19,78796405
20,88838061
21,99928163
23,11912977
24,24646161
25,3798902
26,51810711
27,65988396
28,80407337
29,9496095
31,09550816
32,24086646
33,38486241
34,52675499
35,66588434
36,80167142
37,93361713
39,06130054
40,1843767
41,30257363
42,41568902
43,52358634
44,62619079
45,72348485
46,81550376
47,90233083
48,98409269
50,06095459
51,13311564
52,20080419
53,26427327
54,32379624
55,37966244
56,4321732
57,48163787
58,52837017
59,57268468
60,6148936
61,65530365
62,69421332
63,73191022
64,76866872
65,80474782
66,84038921
67,87581557
68,91122906
69,94681005
70,98271599
72,01908055
73,05601286
74,09359701
75,13189167
76,17092989
77,210719
78,25124077
79,29245159
80,33428284
81,37664137
82,41941008
83,46244862
84,50559419
85,54866239
86,59144822
87,63372707
88,67525587
89,71577424
90,75500567
91,79265902
92,82843049
93,86200626
94,89306503
95,92128081
96,94632544
97,96787111
98,98559269
99,99916999
101,0082898
102,0126478
103,0119503
104,005916
104,9942775
105,9767824
106,9531949
107,9232968
108,8868881
109,8437884
110,7938376
111,7368957
112,672843
113,6015783
114,5230186
115,4370978
116,3437666
117,2429917
118,1347552
119,0190534
119,8958969
120,7653104
121,627332
122,4820143
123,3294241
124,1696429
125,0027676
125,8289106
126,6482006
127,4607831
128,2668204
129,0664925
129,859997
130,6475495
131,4293838
132,2057516
132,9769231
133,7431876
134,5048548
135,2622558
136,0157434
136,7656922
137,5124973
138,2565738
138,9983548
139,7382893
140,4768402
141,2144816
141,9516964
142,6889733
143,4268037
144,1656797
144,9060904
145,6485194
146,3934423
147,1413237
147,8926152
148,6477524
149,407153
150,1712147
150,9403134
151,7148011
152,4950045
153,2812237
154,0737309
154,8727689
155,678551
156,4912594
157,3110455
158,1380286
158,9722964
159,8139042
160,6628756
161,5192023
162,3828442
163,2537303
164,1317589
165,0167984
165,9086878
166,8072381
167,7122324
168,6234277
169,5405555
170,4633233
171,3914154
172,3244946
173,2622034
174,2041651
175,1499857
176,099255
177,0515481
178,0064273
178,9634442
179,9221423
180,8820601
181,8427337
182,8036999
183,7644982
184,7246738
185,6837797
186,6413788
187,5970459
188,5503696
189,500954
190,4484201
191,3924071
192,3325741
193,2686006
194,200188
195,12706
196,0489637
196,9656698
197,8769718
198,7826852
199,6826463
200,5767115
201,4647567
202,3466767
203,2223842
204,0918094
204,9548989
205,8116161
206,6619406
207,5058685
208,343413
209,1746039
209,9994888
210,8181332
211,6306208
212,4370541
213,2375546
214,0322634
214,8213409
215,6049676
216,3833437
217,156689
217,9252435
218,6892677
219,4490444
220,2048787
220,9570992
221,7060574
222,4521266
223,1957015
223,9371957
224,6770401
225,4156802
226,1535743
226,8911898
227,6290013
228,3674869
229,107126
229,8483962
230,5917701
231,3377131
232,0866803
232,8391145
233,5954429
234,3560758
235,1214037
235,891796
236,6675987
237,4491329
238,2366936
239,0305482
239,8309354
240,6380644
241,4521141
242,2732323
243,1015357
243,9371092
244,7800058
245,630247
246,4878225
247,3526907
248,2247792
249,103985
249,9901754
250,8831887
251,7828348
252,6888966
253,6011303
254,5192674
255,4430148
256,3720569
257,3060565
258,2446559
259,1874789
260,1341314
261,0842035
262,0372708
262,9928958
263,9506306
264,9100191
265,8706003
266,831911
267,7934883
268,7548724
269,7156092
270,6752521
271,6333647
272,5895225
273,5433148
274,4943462
275,4422383
276,3866312
277,3271844
278,2635782
279,1955146
280,122718
281,0449361
281,9619401
282,8735243
283,7795047
284,6797182
285,5740217
286,4622919
287,3444239
288,2203312
289,0899442
289,9532104
290,8100933
291,6605733
292,5046469
293,3423276
294,1736458
