0
-1,661660635
-3,956945214
-6,360890067
-8,611258952
-10,58292988
-12,22223228
-13,51261116
-14,45666239
-15,06672481
-15,35994589
-15,35568731
-15,07415555
-14,5356748
-13,7602974
-12,76759269
-11,57653078
-10,20541756
-8,671857964
-6,992735427
-5,184201053
-3,261668989
-1,239816136
0,867414946
3,046810579
5,285878405
7,572838021
9,89723386
12,24956702
14,62109402
17,00371278
19,38989404
21,77250406
24,14498605
26,50141879
28,83651352
31,14558109
33,42448563
35,66959363
37,87772252
40,04609106
42,17227253
44,25415129
46,28988262
48,27785609
50,21666213
52,10506183
53,94195968
55,72637917
57,45744104
59,13434405
60,75634801
62,32275908
63,83291701
65,28618429
66,68193701
68,01955734
69,29856
70,51837382
71,67825392
72,77726019
73,81426863
74,78799808
75,69704321
76,53990929
77,31504625
78,02088088
78,65584679
79,21841169
79,70710211
80,12052561
80,45739049
80,71652315
80,89688329
80,99757695
81,01786762
80,95718551
80,81513511
80,5915011
80,28625284
79,89954741
79,43173145
78,88334176
78,25510488
77,5479356
76,76293468
75,90138567
74,96475103
73,95466757
72,87294131
71,72154182
70,50259606
69,21838187
67,87132106
66,46397221
64,99902326
63,47928385
61,9076775
60,28723366
58,62107969
56,91243275
55,16459171
53,38155276
51,56764547
49,72733694
47,8651243
45,98547369
44,09278386
42,19136311
40,28541341
38,37901872
36,47613579
34,5805865
32,69605143
30,82606426
28,97400692
27,1431054
25,33642611
23,55687286
21,80718429
20,0899318
18,40751796
16,76217536
15,15596586
13,59078022
12,06833813
10,59018858
9,157086785
7,76935104
6,427051818
5,130112873
3,8783662
2,671715246
1,509938915
0,392618058
-0,680876604
-1,71136689
-2,699836364
-3,647394824
-4,555242377
-5,424635218
-6,256854129
-7,053176084
-7,814849067
-8,543070058
-9,23896604
-9,903577865
-10,5378468
-11,14260357
-11,71855966
-12,2663008
-12,78628235
-13,27882647
-13,74412091
-14,18221927
-14,59304257
-14,97638198
-15,33203523
-15,6595976
-15,95838313
-16,22741181
-16,46542914
-16,67094071
-16,84225269
-16,97751368
-17,07475548
-17,13193172
-17,14695373
-17,11772355
-17,04216399
-16,91824582
-16,74401221
-16,5176005
-16,23726145
-15,90137618
-15,50847083
-15,05722911
-14,54650293
-13,97532117
-13,34289672
-12,64863194
-11,89212266
-11,07316078
-10,19173563
-9,248034159
-8,24244006
-7,175531923
-6,048080508
-4,861045213
-3,615569817
-2,312977581
-0,954765765
0,457400367
1,921693988
3,436133541
4,998589919
6,606793916
8,258343929
9,950713856
11,68126114
13,44723494
15,24578438
17,07334306
18,92599324
20,79966191
22,69022862
24,5935868
26,50568048
28,42252774
30,34023697
32,25501895
34,16319649
36,06121249
37,94563683
39,81317242
41,66066047
43,48508522
45,28357793
47,05342043
48,79204816
50,49705263
52,1661835
53,79735021
55,38862309
56,93823425
58,44457791
59,90621046
61,322474
62,6931398
64,01821964
65,29786509
66,53231289
67,72172213
68,86637055
69,96672843
71,02347096
72,03746096
73,00971842
73,94138522
74,83368956
75,68791192
76,50535388
77,28730996
78,03504262
78,74976055
79,43259982
80,08460798
80,7067308
81,29980147
81,86453212
82,40150744
82,9111802
83,39386862
83,84975523
84,27888734
84,68117865
85,05641215
85,40437664
85,72465776
86,01655936
86,27909075
86,51098633
86,71074027
86,87664705
87,00684338
87,09934905
87,15210557
87,1630121
87,12995857
87,0508557
86,92366225
86,74640953
86,51722315
86,23434233
85,89613685
85,50112174
85,04796985
84,53552248
83,96279818
83,32899978
82,63351989
81,87594491
81,05605758
80,17383842
79,22946586
78,2233154
77,15595775
76,02815612
74,84086266
73,59521423
72,29252746
70,9342933
69,522171
68,05798166
66,5437014
64,98145419
63,37350435
61,72224887
60,0302095
58,30002471
56,53444148
54,73630706
52,90918448
51,05698829
49,18378854
47,29370294
45,39083547
43,47923975
41,56289549
39,64569227
37,73141745
35,82374651
33,92623499
32,04231158
30,17527209
28,32827412
26,50433241
24,70631476
22,93693849
21,19876745
19,49420948
17,82551437
16,19477223
14,60391231
