0
-1,076087416
-2,562815426
-4,118804069
-5,573647797
-6,846911747
-7,905279945
-8,739894716
-9,354381683
-9,758529599
-9,964962537
-9,987395306
-9,839726364
-9,535573524
-9,088043582
-8,509625315
-7,812147342
-7,006769904
-6,103994165
-5,113680377
-4,04507034
-2,906811712
-1,706664235
-0,451782582
0,8511382
2,195788971
3,576209848
4,986980947
6,42309168
7,879871764
9,35295433
10,83825551
12,33196231
13,83052442
15,33064781
16,82928884
18,32364853
19,81116645
21,28951443
22,75658975
24,21050812
25,64959629
27,07238436
28,47759796
29,86415014
31,23113324
32,57781057
33,90328939
35,20677058
36,48766129
37,74561655
38,98054454
40,19259387
41,38213256
42,5497237
43,6961004
44,82214135
45,92884766
47,01732121
48,08874462
49,14436287
50,18546651
51,21337636
52,22942967
53,23496762
54,23132406
55,2198155
56,20173213
57,17832995
58,1508238
59,12038132
60,08811773
61,05509139
62,02230007
62,99067785
63,96109271
64,93434455
65,91116389
66,8922109
67,87807493
68,86927442
69,8662572
70,86940103
71,87901459
72,89533852
73,91854694
74,94874896
75,98599056
77,0302565
78,08147246
79,1395073
80,20417536
81,27523896
82,35241089
83,43535699
84,52369879
85,61701621
86,7148502
87,81670551
88,9220534
90,03033434
91,14096075
92,25311106
93,36585443
94,47821779
95,58922246
96,69790437
97,80332568
98,90458167
100,0008051
101,091169
102,174889
103,2512245
104,3194804
105,3790075
106,4292037
107,4695142
108,4994323
109,5184996
110,5263059
111,5224898
112,5067379
113,4791041
114,4397504
115,3888265
116,3264184
117,2525351
118,1673205
119,070944
119,9635514
120,8452473
121,7160934
122,5761138
123,4253042
124,2636415
125,0910935
125,9076283
126,7132221
127,5078667
128,2915757
129,0643896
129,8263807
130,577656
131,3183605
132,0486791
132,7688383
133,4791069
134,1794777
134,8699256
135,5505277
136,221513
136,883274
137,536361
138,1814675
138,8194114
139,4511158
140,0775898
140,6999102
141,3192047
141,9366363
142,5533888
143,1706542
143,7896206
144,4114623
145,0373303
145,6683437
146,3055828
146,9500829
