0
0,001131623
0,009489114
0,034127909
0,084792889
0,170801131
0,300523996
0,481178649
0,71877767
1,018157818
1,383046858
1,816147088
2,319224566
2,893198394
3,538227255
4,25379186
5,0387727
5,891522948
6,809936504
7,791511308
8,8334081
9,932504809
11,08544678
12,28869304
13,53855879
14,8312544
16,16292088
17,52966192
18,92757092
20,35275392
21,80134959
23,26954653
24,7535986
26,24983866
27,75469032
29,26467752
30,77643198
32,28669859
33,79233908
35,29033409
36,77778381
38,25190758
39,71004246
41,14964103
42,5682685
43,96359943
45,33341396
46,67559384
47,98811826
49,26905959
50,51657915
51,72892293
52,90441747
54,04146591
55,1385441
56,19419704
57,20703547
58,17573262
59,09902094
59,9756893
60,80458109
61,58459338
62,3146769
62,99383707
63,62113555
64,19569258
64,71668962
65,18337249
65,59505459
65,95112041
66,25102897
66,49431733
66,68060391
66,80959177
66,8810716
66,89492454
66,85112466
66,74974123
66,59094054
66,37498755
66,10224701
65,77318437
65,38836622
64,94846043
64,45423593
63,90656209
63,30640776
62,65484006
61,95302267
61,20221399
60,40376482
59,55911593
58,66979518
57,7374145
56,76366657
55,75032132
54,69922213
53,61228193
52,49147905
51,33885296
50,1564998
48,94656781
47,71125224
46,4527882
45,17344225
43,87550348
42,56127454
41,23306281
39,89317188
38,54389336
37,1874991
35,82623376
34,46230785
33,09789114
31,73510649
30,37602407
29,02265605
27,6769516
26,34079232
25,01598812
23,70427336
22,4073035
21,12665197
19,86380753
18,62017194
17,39705791
16,19568747
15,01719106
13,86260881
12,73289336
11,62891342
10,55145753
9,501237948
8,478894015
7,484995752
6,520047908
5,584494577
4,678724352
3,803075907
2,957843892
2,143285017
1,359624211
0,60706076
-0,114225687
-0,804069288
-1,462312463
-2,088800648
-2,683377426
-3,245880043
-3,776135361
-4,273956241
-4,739138393
-5,171457682
-5,570667894
-5,936498965
-6,268655657
-6,56681667
-6,830634094
-7,059732953
-7,253711381
-7,412141791
-7,534573121
-7,620534091
-7,669537356
-7,681084411
-7,654671087
-7,589793508
-7,48595437
-7,342669423
-7,159474039
-6,93592979
-6,671630924
-6,366210691
-6,019347447
-5,630770468
-5,200265453
-4,727679662
-4,212926664
-3,655990664
-3,056930409
-2,415882636
-1,73306507
-1,008778968
-0,24341119
0,562564165
1,408584595
2,293998457
3,218064671
4,179952834
5,178743748
6,213430333
7,282918917
8,386030877
9,521504626
10,68799792
11,88409046
13,10828678
14,35901943
15,63465233
16,93348446
18,25375365
19,59364063
20,95127369
22,32473534
23,71207032
25,11129422
26,52040217
27,93737735
